customer_id,first_name,last_name,email,created_at,updated_at
ec970dff-0e9d-4782-b16c-866768c08865,Jon,Gibson,jon.gibson75@example.com,2025-09-09T07:54:28.985431,2025-09-09T07:54:28.985431
4a1936c9-69ed-4c7b-ae1b-8811f0d885a7,Michael,Johnston,michael.johnston51@example.com,2025-08-02T05:56:32.696248,2025-08-02T05:56:32.696248
0a8c22e7-2cec-4f0c-a632-b3dbacde68d4,Anthony,Jones,anthony.jones14@example.com,2025-07-03T10:52:00.803867,2025-07-03T10:52:00.803867
1d51a20a-8b45-498f-a9ef-0f24b2011a94,Carl,House,carl.house61@example.com,2025-04-25T09:33:57.527443,2025-04-25T09:33:57.527443
240c7d59-f08d-4aeb-a1aa-ff50e2990978,Laura,Patterson,laura.patterson11@example.com,2024-10-30T12:50:20.797409,2024-10-30T12:50:20.797409
faf546e4-9493-4beb-ae59-dabf1412592d,Cheryl,Jacobson,cheryl.jacobson98@example.com,2024-11-06T05:42:43.337174,2024-11-06T05:42:43.337174
06fe77ce-7c3f-4d62-994c-3d854b074fbe,Amy,Wilson,amy.wilson48@example.com,2025-06-12T20:09:23.977736,2025-06-12T20:09:23.977736
f2389fb4-c34e-41ad-8454-19e3d73f5bda,Ann,Wood,ann.wood31@example.com,2025-09-18T09:26:34.738036,2025-09-18T09:26:34.738036
fc7274a0-b820-4a40-a9f5-27396a441484,Veronica,Luna,veronica.luna99@example.com,2024-12-13T06:57:10.813490,2024-12-13T06:57:10.813490
4f95b6ac-172d-4138-a6db-8708dac883a9,Elizabeth,Sharp,elizabeth.sharp54@example.com,2025-04-16T02:13:04.902055,2025-04-16T02:13:04.902055
09abcdd0-d9d4-4691-b5b6-17b1a5bad1e6,Sara,Ramirez,sara.ramirez15@example.com,2025-05-10T06:35:50.815703,2025-05-10T06:35:50.815703
7de9498a-1692-4936-93f1-e8166efc246a,Jeffrey,Barnes,jeffrey.barnes12@example.com,2025-01-30T02:12:28.772906,2025-01-30T02:12:28.772906
b9599654-2bf2-48e8-bd06-ac822400e392,Richard,Hayes,richard.hayes31@example.com,2025-04-22T08:19:17.746874,2025-04-22T08:19:17.746874
def12dcd-da02-43e9-a68a-79a4315d7ecf,Leonard,Pineda,leonard.pineda97@example.com,2025-07-27T19:00:13.529358,2025-07-27T19:00:13.529358
cee9ffe4-04cf-476b-9bd2-fb7373710581,Shawn,Garcia,shawn.garcia76@example.com,2025-01-06T21:47:24.327733,2025-01-06T21:47:24.327733
4bc1c268-bd3e-4f97-8f0e-3cfae01eb8e1,Margaret,Barnett,margaret.barnett21@example.com,2025-01-01T23:03:44.677844,2025-01-01T23:03:44.677844
86f447b4-a7a0-4a84-afad-63ba28861066,Alyssa,Price,alyssa.price35@example.com,2025-09-12T15:40:11.503814,2025-09-12T15:40:11.503814
c36edc17-8cb5-4efb-8ce8-127621e1ce82,Lee,Williams,lee.williams60@example.com,2025-01-03T18:15:56.773996,2025-01-03T18:15:56.773996
83267e69-2582-48f7-a63d-346c81a72b85,Michael,Silva,michael.silva89@example.com,2025-07-01T05:09:09.446211,2025-07-01T05:09:09.446211
4f7b1317-3ad1-40a2-be7a-5a98fbefc418,Aaron,Morris,aaron.morris20@example.com,2025-06-12T18:34:50.007879,2025-06-12T18:34:50.007879
c6391ac6-056d-4567-9e8c-b3a0f1641db6,Terri,Miller,terri.miller23@example.com,2025-02-06T06:54:56.874716,2025-02-06T06:54:56.874716
570b8c3e-e269-4cc7-86b7-cdb6e68d6d5d,Alejandro,Riley,alejandro.riley34@example.com,2024-11-28T12:23:29.469738,2024-11-28T12:23:29.469738
513a197a-9d8f-4300-9c18-8b931de2ac61,Carolyn,Lopez,carolyn.lopez41@example.com,2025-05-20T17:08:15.366951,2025-05-20T17:08:15.366951
d175959d-9dfc-4dff-9bee-9fb06e78c0f1,Wanda,Hernandez,wanda.hernandez88@example.com,2025-06-10T03:32:50.997787,2025-06-10T03:32:50.997787
3167c06b-9dbe-4628-b388-75269d04d47b,Hayley,Martinez,hayley.martinez73@example.com,2024-12-21T11:20:25.395714,2024-12-21T11:20:25.395714
9afcd405-02f1-4d4d-bd21-3b59a5f27e3d,John,Mitchell,john.mitchell42@example.com,2025-01-21T15:08:58.178661,2025-01-21T15:08:58.178661
4736c2e8-06c2-4801-a1b6-7c4d3f29d2c5,Sophia,Dean,sophia.dean33@example.com,2025-03-02T22:00:44.207234,2025-03-02T22:00:44.207234
3bbbc859-d7f9-4890-9dce-ae607d998936,Kenneth,Martin,kenneth.martin11@example.com,2025-02-13T05:20:43.816584,2025-02-13T05:20:43.816584
3ed85464-c634-4998-a4ce-efacd028ca85,Erika,Middleton,erika.middleton45@example.com,2025-08-06T01:37:26.101237,2025-08-06T01:37:26.101237
320050eb-f389-44b0-9f75-ab77719dec56,Natalie,Sanchez,natalie.sanchez20@example.com,2025-03-13T20:44:11.427336,2025-03-13T20:44:11.427336
71c1d676-58cd-4dff-8077-baa7e6463f3b,Paige,Church,paige.church48@example.com,2025-06-13T09:46:07.328215,2025-06-13T09:46:07.328215
aeca4bb3-4ce7-4b49-80d4-614f359232aa,John,Moran,john.moran69@example.com,2025-01-29T06:07:43.720425,2025-01-29T06:07:43.720425
c33be688-4285-4a98-8330-b55494af9528,Robert,Green,robert.green81@example.com,2025-02-23T13:43:04.891456,2025-02-23T13:43:04.891456
db8423eb-c02b-444a-8e03-730d7b3e7833,Jason,Morgan,jason.morgan35@example.com,2024-11-28T05:18:16.131910,2024-11-28T05:18:16.131910
3199710d-a77d-40aa-a6ee-b87404f1deaf,Drew,Perez,drew.perez40@example.com,2025-07-29T20:25:11.451274,2025-07-29T20:25:11.451274
ca268dad-13e6-425c-a65b-78a5a672b548,Gary,Clarke,gary.clarke85@example.com,2024-11-23T12:04:54.727177,2024-11-23T12:04:54.727177
37bce5ac-fdc0-45d4-b4cb-d44065a08fbb,Robin,Webb,robin.webb63@example.com,2025-07-23T03:06:26.289189,2025-07-23T03:06:26.289189
c3b2c643-ca9a-4e61-be3c-e4aaef0922f7,Sherry,Carlson,sherry.carlson61@example.com,2024-11-08T04:23:58.555549,2024-11-08T04:23:58.555549
b2bc1973-5971-4626-9854-8163b38aa6b9,Darryl,Alvarez,darryl.alvarez83@example.com,2025-04-28T05:00:35.696767,2025-04-28T05:00:35.696767
f9746f4b-7e2c-43fe-8877-59b59abdf9aa,Jane,Rios,jane.rios57@example.com,2025-05-16T09:43:19.635641,2025-05-16T09:43:19.635641
b6aa377c-6735-49ce-8c53-2fef8aa014e0,Tonya,Sheppard,tonya.sheppard68@example.com,2024-11-21T08:49:10.330391,2024-11-21T08:49:10.330391
eb812635-06c8-4665-abec-247ff89c9f7d,Craig,Maldonado,craig.maldonado38@example.com,2024-10-06T06:25:29.732240,2024-10-06T06:25:29.732240
8666e0fe-cbf0-4d7c-97b8-0c0ed6464ef9,Tyler,Pineda,tyler.pineda83@example.com,2024-11-29T12:40:18.625801,2024-11-29T12:40:18.625801
625b732e-32a2-4b54-9ced-7eb4d66f181c,Kayla,Torres,kayla.torres39@example.com,2024-10-16T10:57:21.854110,2024-10-16T10:57:21.854110
531e99e8-d9b0-4e0b-bcea-814b28d1361c,Michael,Ayala,michael.ayala79@example.com,2025-02-19T00:57:15.962007,2025-02-19T00:57:15.962007
37a8fa8c-6992-4f3a-8d73-efee0ae64c8e,Blake,Vasquez,blake.vasquez73@example.com,2024-11-26T05:33:31.376169,2024-11-26T05:33:31.376169
78f7c342-38fe-4aca-885d-66a2bd2bb999,Ashley,Johnson,ashley.johnson55@example.com,2025-01-06T18:06:13.655251,2025-01-06T18:06:13.655251
ae7ebdfa-0029-4ab7-8a04-3f2a914621ff,Bryan,Jackson,bryan.jackson53@example.com,2025-07-31T05:06:19.612719,2025-07-31T05:06:19.612719
b433521c-166e-48a5-8479-f12a8b3ab381,Kimberly,Pearson,kimberly.pearson81@example.com,2024-12-20T18:52:37.320512,2024-12-20T18:52:37.320512
3e516e0f-f497-4f91-ae37-757781127b4b,Sarah,Thomas,sarah.thomas70@example.com,2025-02-13T07:52:43.374829,2025-02-13T07:52:43.374829
53127422-6ff8-4cd4-9078-179f1de25a77,Chelsea,Guzman,chelsea.guzman49@example.com,2025-03-01T06:31:30.196167,2025-03-01T06:31:30.196167
